country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
BR,Brazil,State of Amapá,,2020-03-27,-69,-28,-49,-65,-50,18
BR,Brazil,State of Amapá,,2020-03-28,-71,-29,-55,-68,-41,15
BR,Brazil,State of Amapá,,2020-03-29,-71,-27,-51,-73,-28,11
BR,Brazil,State of Amapá,,2020-03-30,-67,-23,-49,-65,-49,17
BR,Brazil,State of Amapá,,2020-03-31,-63,-15,-45,-67,-46,16
BR,Brazil,State of Amapá,,2020-04-01,-62,-12,-39,-66,-48,16
BR,Brazil,State of Amapá,,2020-04-02,-60,-17,-48,-62,-48,17
BR,Brazil,State of Amapá,,2020-04-03,-62,-16,-48,-65,-45,18
BR,Brazil,State of Amapá,,2020-04-04,-62,-13,-47,-70,-35,13
BR,Brazil,State of Amapá,,2020-04-05,-70,-22,-53,-73,-28,11
BR,Brazil,State of Amapá,,2020-04-06,-58,-14,-39,-69,-43,15
BR,Brazil,State of Amapá,,2020-04-07,-57,-13,-39,-71,-43,14
BR,Brazil,State of Amapá,,2020-04-08,-57,-11,-38,-69,-46,14
BR,Brazil,State of Amapá,,2020-04-09,-52,0,-30,-60,-48,14
BR,Brazil,State of Amapá,,2020-04-10,-77,-57,-53,-78,-71,22
BR,Brazil,State of Amapá,,2020-04-11,-59,-5,-46,-77,-35,14
BR,Brazil,State of Amapá,,2020-04-12,-70,-22,-56,-85,-26,12
BR,Brazil,State of Amapá,,2020-04-13,-59,-20,-38,-74,-43,17
BR,Brazil,State of Amapá,,2020-04-14,-59,-19,-45,-77,-43,17
BR,Brazil,State of Amapá,,2020-04-15,-58,-18,-37,-75,-45,17
BR,Brazil,State of Amapá,,2020-04-16,-58,-19,-38,-69,-46,18
BR,Brazil,State of Amapá,,2020-04-17,-54,-9,-35,-70,-41,18
BR,Brazil,State of Amapá,,2020-04-18,-62,-17,-46,-76,-31,15
BR,Brazil,State of Amapá,,2020-04-19,-69,-21,-48,-82,-24,13
BR,Brazil,State of Amapá,,2020-04-20,-58,-16,-40,-77,-43,16
BR,Brazil,State of Amapá,,2020-04-21,-66,-24,-43,-79,-57,19
BR,Brazil,State of Amapá,,2020-04-22,-56,-14,-37,-72,-42,15
BR,Brazil,State of Amapá,,2020-04-23,-56,-15,-33,-67,-42,16
BR,Brazil,State of Amapá,,2020-04-24,-55,-10,-38,-69,-40,16
BR,Brazil,State of Amapá,,2020-04-25,-61,-15,-45,-75,-30,13
BR,Brazil,State of Amapá,,2020-04-26,-69,-23,-54,-80,-25,14
BR,Brazil,State of Amapá,,2020-04-27,-57,-13,-39,-73,-40,17
BR,Brazil,State of Amapá,,2020-04-28,-57,-10,-42,-73,-41,14
BR,Brazil,State of Amapá,,2020-04-29,-62,-16,-43,-76,-46,18
BR,Brazil,State of Amapá,,2020-04-30,-53,0,-39,-64,-43,16
BR,Brazil,State of Amapá,,2020-05-01,-72,-24,-54,-75,-64,23
BR,Brazil,State of Amapá,,2020-05-02,-63,-13,-52,-75,-33,16
BR,Brazil,State of Amapá,,2020-05-03,-71,-22,-59,-79,-28,14
BR,Brazil,State of Amapá,,2020-05-04,-56,-7,-44,-66,-44,15
BR,Brazil,State of Amapá,,2020-05-05,-56,-4,-42,-74,-44,16
BR,Brazil,State of Amapá,,2020-05-06,-57,-3,-36,-65,-46,16
BR,Brazil,State of Amapá,,2020-05-07,-57,-6,-43,-70,-47,18
BR,Brazil,State of Amazonas,,2020-02-15,9,7,-2,10,6,-1
BR,Brazil,State of Amazonas,,2020-02-16,4,5,-10,11,1,1
BR,Brazil,State of Amazonas,,2020-02-17,-2,1,0,12,16,-1
BR,Brazil,State of Amazonas,,2020-02-18,-1,0,7,13,18,-2
BR,Brazil,State of Amazonas,,2020-02-19,-4,-3,-5,10,15,-1
BR,Brazil,State of Amazonas,,2020-02-20,1,2,0,12,16,-1
BR,Brazil,State of Amazonas,,2020-02-21,5,4,-2,13,16,-2
BR,Brazil,State of Amazonas,,2020-02-22,-1,3,-11,5,1,1
BR,Brazil,State of Amazonas,,2020-02-23,4,3,1,12,-2,0
BR,Brazil,State of Amazonas,,2020-02-24,-3,0,25,-9,-35,6
BR,Brazil,State of Amazonas,,2020-02-25,-23,-22,30,-16,-60,10
BR,Brazil,State of Amazonas,,2020-02-26,-21,-14,-10,-17,-37,9
BR,Brazil,State of Amazonas,,2020-02-27,-10,-4,-12,4,12,0
BR,Brazil,State of Amazonas,,2020-02-28,-4,2,-12,7,16,0
BR,Brazil,State of Amazonas,,2020-02-29,-2,7,-13,3,9,1
BR,Brazil,State of Amazonas,,2020-03-01,-5,7,-12,2,1,2
BR,Brazil,State of Amazonas,,2020-03-02,-6,5,-5,12,16,-1
BR,Brazil,State of Amazonas,,2020-03-03,1,11,6,16,19,-3
BR,Brazil,State of Amazonas,,2020-03-04,-4,3,-6,12,17,-2
BR,Brazil,State of Amazonas,,2020-03-05,2,8,-4,15,17,-2
BR,Brazil,State of Amazonas,,2020-03-06,9,11,-5,17,20,-2
BR,Brazil,State of Amazonas,,2020-03-07,11,18,-4,14,7,-1
BR,Brazil,State of Amazonas,,2020-03-08,11,13,-3,12,4,1
BR,Brazil,State of Amazonas,,2020-03-09,0,7,5,19,19,-2
BR,Brazil,State of Amazonas,,2020-03-10,1,7,6,19,20,-3
BR,Brazil,State of Amazonas,,2020-03-11,-4,1,2,14,18,-2
BR,Brazil,State of Amazonas,,2020-03-12,-4,-1,1,14,18,-1
BR,Brazil,State of Amazonas,,2020-03-13,1,3,0,13,20,-2
BR,Brazil,State of Amazonas,,2020-03-14,-12,-1,-30,-6,2,3
BR,Brazil,State of Amazonas,,2020-03-15,-6,9,-10,3,2,2
BR,Brazil,State of Amazonas,,2020-03-16,-7,5,-4,9,16,-1
BR,Brazil,State of Amazonas,,2020-03-17,-13,6,-8,-3,6,2
BR,Brazil,State of Amazonas,,2020-03-18,-21,0,-20,-9,-3,5
BR,Brazil,State of Amazonas,,2020-03-19,-34,-12,-34,-23,-10,9
BR,Brazil,State of Amazonas,,2020-03-20,-25,3,-27,-19,-9,8
BR,Brazil,State of Amazonas,,2020-03-21,-40,2,-43,-25,-12,9
BR,Brazil,State of Amazonas,,2020-03-22,-60,-15,-60,-39,-23,10
BR,Brazil,State of Amazonas,,2020-03-23,-59,-22,-55,-43,-34,15
BR,Brazil,State of Amazonas,,2020-03-24,-57,-17,-44,-40,-33,12
BR,Brazil,State of Amazonas,,2020-03-25,-61,-25,-52,-46,-39,16
BR,Brazil,State of Amazonas,,2020-03-26,-60,-26,-50,-45,-39,16
BR,Brazil,State of Amazonas,,2020-03-27,-56,-22,-51,-42,-37,16
BR,Brazil,State of Amazonas,,2020-03-28,-59,-21,-56,-42,-32,13
BR,Brazil,State of Amazonas,,2020-03-29,-64,-28,-62,-46,-26,13
BR,Brazil,State of Amazonas,,2020-03-30,-57,-23,-52,-46,-40,16
BR,Brazil,State of Amazonas,,2020-03-31,-54,-17,-50,-45,-38,15
BR,Brazil,State of Amazonas,,2020-04-01,-49,-5,-47,-41,-39,15
BR,Brazil,State of Amazonas,,2020-04-02,-49,-9,-45,-41,-40,16
BR,Brazil,State of Amazonas,,2020-04-03,-47,-6,-46,-35,-37,16
BR,Brazil,State of Amazonas,,2020-04-04,-55,-9,-55,-38,-33,14
BR,Brazil,State of Amazonas,,2020-04-05,-64,-21,-63,-47,-29,13
BR,Brazil,State of Amazonas,,2020-04-06,-55,-12,-51,-43,-41,16
BR,Brazil,State of Amazonas,,2020-04-07,-51,-7,-46,-40,-41,14
BR,Brazil,State of Amazonas,,2020-04-08,-56,-17,-53,-47,-44,16
BR,Brazil,State of Amazonas,,2020-04-09,-53,-9,-50,-44,-47,17
BR,Brazil,State of Amazonas,,2020-04-10,-71,-36,-59,-60,-70,26
BR,Brazil,State of Amazonas,,2020-04-11,-63,-19,-63,-50,-41,18
BR,Brazil,State of Amazonas,,2020-04-12,-66,-23,-66,-51,-29,13
BR,Brazil,State of Amazonas,,2020-04-13,-58,-21,-52,-45,-43,17
BR,Brazil,State of Amazonas,,2020-04-14,-56,-20,-48,-46,-43,17
BR,Brazil,State of Amazonas,,2020-04-15,-57,-19,-53,-46,-44,18
BR,Brazil,State of Amazonas,,2020-04-16,-57,-21,-53,-45,-44,19
BR,Brazil,State of Amazonas,,2020-04-17,-56,-16,-53,-43,-42,20
BR,Brazil,State of Amazonas,,2020-04-18,-64,-18,-61,-45,-35,16
BR,Brazil,State of Amazonas,,2020-04-19,-69,-25,-65,-49,-30,14
BR,Brazil,State of Amazonas,,2020-04-20,-58,-14,-51,-43,-48,18
BR,Brazil,State of Amazonas,,2020-04-21,-69,-29,-51,-56,-63,21
BR,Brazil,State of Amazonas,,2020-04-22,-58,-16,-54,-42,-42,16
BR,Brazil,State of Amazonas,,2020-04-23,-59,-19,-52,-44,-43,17
BR,Brazil,State of Amazonas,,2020-04-24,-60,-21,-55,-43,-41,18
BR,Brazil,State of Amazonas,,2020-04-25,-68,-26,-65,-50,-36,17
BR,Brazil,State of Amazonas,,2020-04-26,-67,-18,-64,-45,-27,14
BR,Brazil,State of Amazonas,,2020-04-27,-56,-13,-50,-40,-39,17
BR,Brazil,State of Amazonas,,2020-04-28,-56,-12,-47,-41,-39,13
BR,Brazil,State of Amazonas,,2020-04-29,-56,-11,-50,-39,-40,16
BR,Brazil,State of Amazonas,,2020-04-30,-50,-1,-44,-36,-39,15
BR,Brazil,State of Amazonas,,2020-05-01,-65,-18,-54,-52,-63,23
BR,Brazil,State of Amazonas,,2020-05-02,-60,-12,-60,-44,-35,15
BR,Brazil,State of Amazonas,,2020-05-03,-65,-18,-64,-45,-25,12
BR,Brazil,State of Amazonas,,2020-05-04,-51,-4,-47,-38,-36,15
BR,Brazil,State of Amazonas,,2020-05-05,-49,4,-43,-36,-36,15
BR,Brazil,State of Amazonas,,2020-05-06,-51,3,-52,-38,-38,16
BR,Brazil,State of Amazonas,,2020-05-07,-49,3,-46,-34,-37,17
BR,Brazil,State of Bahia,,2020-02-15,-1,1,-17,0,5,1
BR,Brazil,State of Bahia,,2020-02-16,-4,-1,-11,-3,0,2
BR,Brazil,State of Bahia,,2020-02-17,-4,-2,-22,4,14,1
BR,Brazil,State of Bahia,,2020-02-18,-3,-2,-18,4,12,1
BR,Brazil,State of Bahia,,2020-02-19,-2,-4,-12,1,12,1
BR,Brazil,State of Bahia,,2020-02-20,4,3,3,5,8,0
BR,Brazil,State of Bahia,,2020-02-21,-1,5,-2,0,-3,2
BR,Brazil,State of Bahia,,2020-02-22,-4,2,15,6,-9,0
BR,Brazil,State of Bahia,,2020-02-23,5,5,35,-4,-6,1
BR,Brazil,State of Bahia,,2020-02-24,-17,-17,58,-28,-52,8
BR,Brazil,State of Bahia,,2020-02-25,-26,-33,56,-30,-61,6
BR,Brazil,State of Bahia,,2020-02-26,-17,-15,6,-17,-27,4
BR,Brazil,State of Bahia,,2020-02-27,-7,-4,-7,-4,10,1
BR,Brazil,State of Bahia,,2020-02-28,-7,0,-21,-7,11,2
BR,Brazil,State of Bahia,,2020-02-29,-9,1,-29,-11,3,4
BR,Brazil,State of Bahia,,2020-03-01,-13,-1,-28,-12,0,5
BR,Brazil,State of Bahia,,2020-03-02,-6,2,-24,4,17,1
BR,Brazil,State of Bahia,,2020-03-03,-5,0,-19,2,15,0
BR,Brazil,State of Bahia,,2020-03-04,-4,-2,-13,2,18,1
BR,Brazil,State of Bahia,,2020-03-05,-3,-1,-14,4,18,0
BR,Brazil,State of Bahia,,2020-03-06,-6,0,-30,2,16,1
BR,Brazil,State of Bahia,,2020-03-07,-4,2,-33,-7,3,4
BR,Brazil,State of Bahia,,2020-03-08,-11,-2,-35,-12,0,5
BR,Brazil,State of Bahia,,2020-03-09,-7,-1,-27,4,17,1
BR,Brazil,State of Bahia,,2020-03-10,-6,0,-24,3,15,0
BR,Brazil,State of Bahia,,2020-03-11,-5,-4,-16,4,18,0
BR,Brazil,State of Bahia,,2020-03-12,-7,-5,-20,1,17,1
BR,Brazil,State of Bahia,,2020-03-13,-6,0,-25,0,17,1
BR,Brazil,State of Bahia,,2020-03-14,-8,0,-31,-8,5,3
BR,Brazil,State of Bahia,,2020-03-15,-18,-4,-34,-17,0,5
BR,Brazil,State of Bahia,,2020-03-16,-13,1,-30,-5,14,2
BR,Brazil,State of Bahia,,2020-03-17,-17,1,-29,-16,7,3
BR,Brazil,State of Bahia,,2020-03-18,-25,-3,-30,-23,-3,7
BR,Brazil,State of Bahia,,2020-03-19,-33,-8,-38,-30,-13,9
BR,Brazil,State of Bahia,,2020-03-20,-40,-9,-51,-42,-18,11
BR,Brazil,State of Bahia,,2020-03-21,-60,-22,-64,-56,-28,14
BR,Brazil,State of Bahia,,2020-03-22,-73,-40,-72,-68,-34,16
BR,Brazil,State of Bahia,,2020-03-23,-67,-33,-66,-63,-43,18
BR,Brazil,State of Bahia,,2020-03-24,-71,-41,-65,-67,-51,19
BR,Brazil,State of Bahia,,2020-03-25,-71,-40,-61,-67,-50,20
BR,Brazil,State of Bahia,,2020-03-26,-70,-41,-60,-68,-50,20
BR,Brazil,State of Bahia,,2020-03-27,-69,-35,-65,-67,-48,21
BR,Brazil,State of Bahia,,2020-03-28,-70,-36,-67,-68,-42,19
BR,Brazil,State of Bahia,,2020-03-29,-73,-42,-71,-73,-33,17
BR,Brazil,State of Bahia,,2020-03-30,-62,-32,-61,-64,-43,19
BR,Brazil,State of Bahia,,2020-03-31,-60,-26,-56,-63,-43,17
BR,Brazil,State of Bahia,,2020-04-01,-59,-27,-53,-62,-41,17
BR,Brazil,State of Bahia,,2020-04-02,-59,-26,-51,-63,-41,17
BR,Brazil,State of Bahia,,2020-04-03,-60,-23,-58,-62,-39,19
BR,Brazil,State of Bahia,,2020-04-04,-63,-24,-62,-63,-35,17
BR,Brazil,State of Bahia,,2020-04-05,-70,-33,-68,-71,-31,16
BR,Brazil,State of Bahia,,2020-04-06,-59,-26,-60,-65,-39,18
BR,Brazil,State of Bahia,,2020-04-07,-53,-14,-52,-58,-38,15
BR,Brazil,State of Bahia,,2020-04-08,-52,-12,-46,-57,-36,15
BR,Brazil,State of Bahia,,2020-04-09,-49,-1,-44,-57,-38,14
BR,Brazil,State of Bahia,,2020-04-10,-79,-56,-65,-76,-69,23
BR,Brazil,State of Bahia,,2020-04-11,-64,-27,-64,-68,-40,17
BR,Brazil,State of Bahia,,2020-04-12,-69,-33,-68,-71,-30,15
BR,Brazil,State of Bahia,,2020-04-13,-59,-28,-62,-63,-38,18
BR,Brazil,State of Bahia,,2020-04-14,-56,-25,-56,-61,-37,16
BR,Brazil,State of Bahia,,2020-04-15,-55,-24,-51,-60,-35,17
BR,Brazil,State of Bahia,,2020-04-16,-55,-22,-47,-59,-35,16
BR,Brazil,State of Bahia,,2020-04-17,-57,-20,-56,-59,-34,18
BR,Brazil,State of Bahia,,2020-04-18,-63,-25,-63,-61,-31,16
BR,Brazil,State of Bahia,,2020-04-19,-70,-34,-68,-70,-28,16
BR,Brazil,State of Bahia,,2020-04-20,-55,-20,-56,-61,-37,17
BR,Brazil,State of Bahia,,2020-04-21,-74,-49,-62,-75,-64,22
BR,Brazil,State of Bahia,,2020-04-22,-53,-20,-48,-57,-32,15
BR,Brazil,State of Bahia,,2020-04-23,-59,-29,-53,-63,-35,17
BR,Brazil,State of Bahia,,2020-04-24,-58,-22,-59,-60,-33,18
BR,Brazil,State of Bahia,,2020-04-25,-60,-23,-62,-61,-28,16
BR,Brazil,State of Bahia,,2020-04-26,-70,-36,-68,-70,-26,16
BR,Brazil,State of Bahia,,2020-04-27,-55,-24,-58,-60,-31,17
BR,Brazil,State of Bahia,,2020-04-28,-52,-19,-52,-56,-32,12
BR,Brazil,State of Bahia,,2020-04-29,-53,-21,-49,-57,-30,15
BR,Brazil,State of Bahia,,2020-04-30,-46,-5,-42,-51,-28,13
BR,Brazil,State of Bahia,,2020-05-01,-73,-44,-61,-73,-62,23
BR,Brazil,State of Bahia,,2020-05-02,-57,-12,-57,-59,-27,15
BR,Brazil,State of Bahia,,2020-05-03,-67,-29,-63,-68,-22,14
BR,Brazil,State of Bahia,,2020-05-04,-52,-12,-54,-56,-28,15
BR,Brazil,State of Bahia,,2020-05-05,-50,-9,-48,-54,-29,14
BR,Brazil,State of Bahia,,2020-05-06,-49,-8,-43,-53,-27,15
BR,Brazil,State of Bahia,,2020-05-07,-47,-3,-40,-53,-27,14
BR,Brazil,State of Ceará,,2020-02-15,-2,2,-23,1,4,1
BR,Brazil,State of Ceará,,2020-02-16,-8,2,-29,-2,-1,3
BR,Brazil,State of Ceará,,2020-02-17,-9,-4,-27,4,13,0
BR,Brazil,State of Ceará,,2020-02-18,-8,-3,-28,3,11,0
BR,Brazil,State of Ceará,,2020-02-19,-8,-6,-27,1,10,0
BR,Brazil,State of Ceará,,2020-02-20,-3,2,-22,2,8,0
BR,Brazil,State of Ceará,,2020-02-21,-5,10,-16,6,11,-1
BR,Brazil,State of Ceará,,2020-02-22,-22,3,-18,-13,-12,2
BR,Brazil,State of Ceará,,2020-02-23,-20,1,13,-19,-10,2
BR,Brazil,State of Ceará,,2020-02-24,-33,-22,55,-49,-59,10
BR,Brazil,State of Ceará,,2020-02-25,-37,-29,39,-49,-65,8
BR,Brazil,State of Ceará,,2020-02-26,-25,-19,-18,-26,-35,7
BR,Brazil,State of Ceará,,2020-02-27,-10,-6,-26,-5,5,1
BR,Brazil,State of Ceará,,2020-02-28,-13,-3,-30,-6,10,2
BR,Brazil,State of Ceará,,2020-02-29,-14,0,-39,-14,2,5
BR,Brazil,State of Ceará,,2020-03-01,-20,2,-42,-16,-4,6
BR,Brazil,State of Ceará,,2020-03-02,-12,0,-30,-1,14,0
BR,Brazil,State of Ceará,,2020-03-03,-8,3,-27,1,11,0
BR,Brazil,State of Ceará,,2020-03-04,-9,-2,-28,1,10,1
BR,Brazil,State of Ceará,,2020-03-05,-3,3,-19,2,11,0
BR,Brazil,State of Ceará,,2020-03-06,-1,6,-22,7,13,-1
BR,Brazil,State of Ceará,,2020-03-07,-7,2,-38,-5,2,3
BR,Brazil,State of Ceará,,2020-03-08,-2,6,-26,-3,1,3
BR,Brazil,State of Ceará,,2020-03-09,-9,-2,-24,3,15,0
BR,Brazil,State of Ceará,,2020-03-10,-6,2,-23,3,12,0
BR,Brazil,State of Ceará,,2020-03-11,-6,-4,-20,1,11,0
BR,Brazil,State of Ceará,,2020-03-12,-10,-8,-28,-1,10,0
BR,Brazil,State of Ceará,,2020-03-13,-12,-5,-33,2,12,1
BR,Brazil,State of Ceará,,2020-03-14,-16,-2,-41,-11,1,4
BR,Brazil,State of Ceará,,2020-03-15,-19,1,-38,-13,-2,5
BR,Brazil,State of Ceará,,2020-03-16,-17,2,-32,-6,11,1
BR,Brazil,State of Ceará,,2020-03-17,-20,8,-32,-15,0,3
BR,Brazil,State of Ceará,,2020-03-18,-25,3,-33,-23,-14,6
BR,Brazil,State of Ceará,,2020-03-19,-58,-20,-45,-56,-55,17
BR,Brazil,State of Ceará,,2020-03-20,-63,-3,-54,-44,-40,15
BR,Brazil,State of Ceará,,2020-03-21,-78,-29,-72,-60,-46,17
BR,Brazil,State of Ceará,,2020-03-22,-81,-36,-76,-63,-39,17
BR,Brazil,State of Ceará,,2020-03-23,-76,-34,-66,-68,-56,20
BR,Brazil,State of Ceará,,2020-03-24,-76,-36,-66,-70,-61,20
BR,Brazil,State of Ceará,,2020-03-25,-79,-44,-66,-76,-70,23
BR,Brazil,State of Ceará,,2020-03-26,-73,-32,-60,-69,-59,20
BR,Brazil,State of Ceará,,2020-03-27,-74,-32,-63,-68,-56,22
BR,Brazil,State of Ceará,,2020-03-28,-76,-34,-70,-68,-46,19
BR,Brazil,State of Ceará,,2020-03-29,-76,-34,-71,-68,-33,16
BR,Brazil,State of Ceará,,2020-03-30,-70,-33,-62,-67,-51,20
BR,Brazil,State of Ceará,,2020-03-31,-68,-25,-60,-67,-53,19
BR,Brazil,State of Ceará,,2020-04-01,-64,-16,-53,-64,-52,19
BR,Brazil,State of Ceará,,2020-04-02,-65,-20,-54,-65,-52,19
BR,Brazil,State of Ceará,,2020-04-03,-68,-19,-59,-64,-49,20
BR,Brazil,State of Ceará,,2020-04-04,-72,-21,-68,-65,-41,17
BR,Brazil,State of Ceará,,2020-04-05,-74,-28,-70,-66,-31,15
BR,Brazil,State of Ceará,,2020-04-06,-64,-19,-56,-62,-46,18
BR,Brazil,State of Ceará,,2020-04-07,-62,-13,-53,-61,-48,17
BR,Brazil,State of Ceará,,2020-04-08,-62,-14,-50,-62,-49,18
BR,Brazil,State of Ceará,,2020-04-09,-61,-6,-48,-62,-53,17
BR,Brazil,State of Ceará,,2020-04-10,-80,-41,-61,-76,-72,24
BR,Brazil,State of Ceará,,2020-04-11,-72,-24,-66,-66,-44,18
BR,Brazil,State of Ceará,,2020-04-12,-73,-29,-70,-67,-30,14
BR,Brazil,State of Ceará,,2020-04-13,-65,-27,-57,-64,-47,19
BR,Brazil,State of Ceará,,2020-04-14,-64,-24,-55,-63,-48,18
BR,Brazil,State of Ceará,,2020-04-15,-65,-25,-54,-64,-49,19
BR,Brazil,State of Ceará,,2020-04-16,-67,-21,-51,-63,-49,19
BR,Brazil,State of Ceará,,2020-04-17,-68,-19,-55,-62,-47,21
BR,Brazil,State of Ceará,,2020-04-18,-74,-23,-66,-62,-37,17
BR,Brazil,State of Ceará,,2020-04-19,-76,-29,-67,-65,-28,15
BR,Brazil,State of Ceará,,2020-04-20,-67,-22,-53,-62,-46,18
BR,Brazil,State of Ceará,,2020-04-21,-78,-40,-62,-75,-67,23
BR,Brazil,State of Ceará,,2020-04-22,-67,-25,-53,-62,-47,18
BR,Brazil,State of Ceará,,2020-04-23,-68,-26,-53,-63,-48,18
BR,Brazil,State of Ceará,,2020-04-24,-70,-23,-57,-63,-46,20
BR,Brazil,State of Ceará,,2020-04-25,-74,-25,-66,-63,-37,17
BR,Brazil,State of Ceará,,2020-04-26,-76,-30,-68,-66,-28,15
BR,Brazil,State of Ceará,,2020-04-27,-69,-27,-56,-63,-44,18
BR,Brazil,State of Ceará,,2020-04-28,-66,-19,-51,-61,-46,15
BR,Brazil,State of Ceará,,2020-04-29,-65,-19,-48,-61,-46,18
BR,Brazil,State of Ceará,,2020-04-30,-62,-6,-47,-60,-46,16
BR,Brazil,State of Ceará,,2020-05-01,-78,-34,-58,-73,-66,24
BR,Brazil,State of Ceará,,2020-05-02,-72,-14,-64,-63,-37,17
BR,Brazil,State of Ceará,,2020-05-03,-75,-25,-68,-66,-26,15
BR,Brazil,State of Ceará,,2020-05-04,-65,-16,-54,-62,-43,18
BR,Brazil,State of Ceará,,2020-05-05,-64,-9,-51,-60,-45,17
BR,Brazil,State of Ceará,,2020-05-06,-63,-8,-48,-59,-46,18
BR,Brazil,State of Ceará,,2020-05-07,-62,0,-47,-58,-46,18
BR,Brazil,State of Espírito Santo,,2020-02-15,-1,4,-21,-1,7,0
BR,Brazil,State of Espírito Santo,,2020-02-16,-9,-3,-28,-4,-2,3
BR,Brazil,State of Espírito Santo,,2020-02-17,-5,0,-19,-6,23,0
BR,Brazil,State of Espírito Santo,,2020-02-18,-3,-2,-8,-5,23,-2
BR,Brazil,State of Espírito Santo,,2020-02-19,-2,-2,-10,-6,21,-1
BR,Brazil,State of Espírito Santo,,2020-02-20,3,9,-6,0,21,-2
BR,Brazil,State of Espírito Santo,,2020-02-21,-2,14,-5,8,19,-2
BR,Brazil,State of Espírito Santo,,2020-02-22,-4,9,19,12,-6,-1
BR,Brazil,State of Espírito Santo,,2020-02-23,-1,9,34,-3,-8,3
BR,Brazil,State of Espírito Santo,,2020-02-24,-14,-18,144,-37,-58,9
BR,Brazil,State of Espírito Santo,,2020-02-25,-22,-43,147,-35,-64,6
BR,Brazil,State of Espírito Santo,,2020-02-26,-15,-12,31,-21,-26,5
BR,Brazil,State of Espírito Santo,,2020-02-27,-12,-3,-17,-15,11,3
BR,Brazil,State of Espírito Santo,,2020-02-28,-15,3,-42,-19,12,4
BR,Brazil,State of Espírito Santo,,2020-02-29,-6,8,-36,-14,5,4
BR,Brazil,State of Espírito Santo,,2020-03-01,-22,-4,-51,-19,-4,7
BR,Brazil,State of Espírito Santo,,2020-03-02,-13,2,-39,-18,17,2
BR,Brazil,State of Espírito Santo,,2020-03-03,-5,3,-22,-5,23,-1
BR,Brazil,State of Espírito Santo,,2020-03-04,-9,-2,-31,-7,21,0
BR,Brazil,State of Espírito Santo,,2020-03-05,-6,3,-33,-2,22,0
BR,Brazil,State of Espírito Santo,,2020-03-06,-3,12,-31,2,24,-1
BR,Brazil,State of Espírito Santo,,2020-03-07,-5,10,-52,-9,5,4
BR,Brazil,State of Espírito Santo,,2020-03-08,-7,5,-50,-15,1,6
BR,Brazil,State of Espírito Santo,,2020-03-09,-3,6,-23,-1,25,-1
BR,Brazil,State of Espírito Santo,,2020-03-10,-2,4,-20,-3,24,-1
BR,Brazil,State of Espírito Santo,,2020-03-11,-3,0,-20,-2,22,-1
BR,Brazil,State of Espírito Santo,,2020-03-12,-6,0,-28,-3,22,0
BR,Brazil,State of Espírito Santo,,2020-03-13,-6,4,-31,-1,24,-1
BR,Brazil,State of Espírito Santo,,2020-03-14,-4,7,-34,-9,6,2
BR,Brazil,State of Espírito Santo,,2020-03-15,-14,2,-35,-15,0,4
BR,Brazil,State of Espírito Santo,,2020-03-16,-12,8,-25,-8,21,0
BR,Brazil,State of Espírito Santo,,2020-03-17,-18,8,-27,-21,9,3
BR,Brazil,State of Espírito Santo,,2020-03-18,-24,0,-31,-26,1,7
BR,Brazil,State of Espírito Santo,,2020-03-19,-34,3,-39,-34,-9,10
BR,Brazil,State of Espírito Santo,,2020-03-20,-43,3,-52,-40,-15,12
BR,Brazil,State of Espírito Santo,,2020-03-21,-66,-15,-75,-57,-33,16
BR,Brazil,State of Espírito Santo,,2020-03-22,-76,-41,-83,-67,-38,19
BR,Brazil,State of Espírito Santo,,2020-03-23,-67,-28,-66,-64,-41,20
BR,Brazil,State of Espírito Santo,,2020-03-24,-68,-35,-64,-68,-47,20
BR,Brazil,State of Espírito Santo,,2020-03-25,-67,-33,-61,-68,-48,21
BR,Brazil,State of Espírito Santo,,2020-03-26,-66,-31,-60,-68,-47,21
BR,Brazil,State of Espírito Santo,,2020-03-27,-65,-25,-62,-65,-44,22
BR,Brazil,State of Espírito Santo,,2020-03-28,-68,-26,-68,-65,-38,17
BR,Brazil,State of Espírito Santo,,2020-03-29,-68,-35,-69,-69,-31,16
BR,Brazil,State of Espírito Santo,,2020-03-30,-60,-26,-54,-65,-40,18
BR,Brazil,State of Espírito Santo,,2020-03-31,-58,-21,-53,-64,-41,18
BR,Brazil,State of Espírito Santo,,2020-04-01,-58,-20,-56,-64,-42,19
BR,Brazil,State of Espírito Santo,,2020-04-02,-56,-17,-53,-64,-41,19
BR,Brazil,State of Espírito Santo,,2020-04-03,-59,-16,-58,-62,-39,19
BR,Brazil,State of Espírito Santo,,2020-04-04,-61,-13,-66,-63,-33,15
BR,Brazil,State of Espírito Santo,,2020-04-05,-67,-28,-72,-68,-30,16
BR,Brazil,State of Espírito Santo,,2020-04-06,-49,-12,-50,-58,-33,16
BR,Brazil,State of Espírito Santo,,2020-04-07,-46,-8,-42,-56,-33,15
BR,Brazil,State of Espírito Santo,,2020-04-08,-48,-6,-54,-57,-35,16
BR,Brazil,State of Espírito Santo,,2020-04-09,-45,10,-52,-57,-38,16
BR,Brazil,State of Espírito Santo,,2020-04-10,-74,-46,-66,-74,-71,27
